Item Code,Case Weight,Cases Shipped,Cases Damaged
148608,7.66,1119,0
148609,10.9,374,0
148611,18.21,713,0
148612,12.8,22,0
148613,5,28,0
148614,20.75,953,0
148615,7,136,0
148617,9.9,18,1
148627,21.14,121,0
148637,35,105,0
148640,13,1,0
148642,11,64,0
148647,41.5,4082,0
148648,15.5,159,0
148649,10.91,1460,0
148652,24,990,0
150511,17.02,2873,0
160405,10.45,80,0
170422,22,185,0
170799,22.31,61,0
171341,15.89,16,0
171507,22,209,0
171652,12,3672,1
171810,16.14,33,0
175140,22.35,209,0
176105,13.78,109,0
178021,22.2,98,1
179025,31.38,49,0
181258,16.4,1269,0
184002,38.5,16,0
184007,31.99,17,0
184850,38.5,41243,10
184856,38.5,19,0
184876,16.28,10742,4
190760,26,1,0
190850,14,147,0
190890,13.32,44,0
200111,19.78,46,0
200518,46,15,0
210031,37.13,28,0
210240,20.43,483,0
210241,20.43,33,0
210691,43.5,47,0
210878,19.07,104,0
210910,35.4,69,0
210921,35.4,487,0
211240,20.4,148,0
211636,25,55,0
211637,25,514,0
214977,1.17,111,0
215003,43.2,33,0
215063,29.5,51,0
215075,28.4,329,0
220025,25,123,1
220160,47.5,242,0
225094,20.7,12,0
225220,48,20,0
225605,42.75,638,1
225644,44.25,234,0
225649,42.93,37,0
227502,32.55,53,0
240101,12.5,1254,1
240105,10.4,20,0
240106,10.4,14,0
240121,10.3,178,0
241095,21.96,518,0
241104,27.52,597,0
242002,41.8,3599,0
242003,52.55,3657,0
242004,51.7,2316,0
242008,49.75,1215,0
242011,52,1120,0
242013,51.9,5394,0
242014,51.35,3508,0
242015,54.85,197,0
242017,32,756,0
242029,43.88,408,0
242031,22.02,42,0
242052,54.2,3758,0
242053,54.15,409,0
242054,43.8,2277,0
242056,43.8,87,0
242058,55.56,6114,0
242059,44.01,2094,0
242297,55.35,578,0
242298,55,158,0
242738,55.42,1423,0
242740,53.37,148,0
242872,55.53,2042,0
242875,53.9,1497,0
242876,27.03,92,0
242877,22.06,2,0
242881,26.35,24,0
243579,52,1324,0
243829,44.36,687,0
243830,53.63,1858,0
243832,54.19,54,0
243840,22.02,70,0
246065,12.71,424,0
246109,40.6,261,0
246121,29.53,635,0
246424,36.37,209,0
254011,20.79,27,0
254220,38.75,438,0
256788,38,70,0
275562,20,54,0
275654,45.95,88,0
276210,42.19,9,0
291456,24,79,0
299697,24.5,335,2
300371,13.62,2361,0
301745,35.5,79,0
302651,4.4,52,0
303344,32.25,1,0
304015,8.5,322,2
304018,20,1559,2
304020,18.36,72,0
304025,14.62,1134,6
304139,14.5,36,0
304140,20,304,0
304201,41.24,9802,1
304430,48,42,0
304485,44.9,148,1
304495,48,736,0
304601,14.56,356,0
304625,8.63,25,0
304637,19.78,96,0
304647,10.71,816,0
304760,42.1,219,1
304802,46.5,138,0
304828,32,215,0
304945,8.5,174,0
304947,9.5,159,0
304948,7,110,0
304950,18,120,2
304973,16.52,21,0
304974,8.78,31,1
304978,31,21,0
305041,25,111,0
305050,17.15,32,0
305062,37,99,0
305300,27.68,13,0
305420,37,32,0
305605,36.5,126,0
305845,37,5,0
305847,36.25,104,0
305860,53.5,1296,0
306245,4.5,442,1
306372,21.6,643,0
306439,6,369,0
306440,6,109,0
306458,7.25,113,0
306847,13.99,70,0
306887,4.6,170,0
307722,5.9,44,0
307726,6.08,139,0
312100,1.72,14,0
312101,1.72,15,0
312102,1.72,14,0
312103,1.72,15,0
312338,8.75,561,0
312390,1.77,7,0
312550,9,6,0
314219,17.32,140,0
314398,19.9,8,0
320304,9.3,212,0
320305,9.2,135,2
320580,5.75,847,0
320650,11.25,520,1
320755,7.01,1696,0
323750,8.6,300,0
324350,3.5,1,0
326315,27.3,27,0
326317,11.33,1041,0
328125,6.5,15,0
328804,7.5,67,0
330223,22.28,1371,1
330228,22.42,4626,0
330230,31,4665,2
331120,46,91,0
331121,26,17,0
331124,25.5,969,5
331515,25.5,120,2
340162,50.5,4652,3
340609,50.5,707,0
340611,43.85,649,0
340657,39.8,718,0
340660,40.3,3310,1
341165,2.15,72,0
341770,21.65,44,0
342180,14.8,8,0
345025,8.08,16,0
345027,17.75,186,0
345028,16.91,16,0
345123,7.66,142,0
345425,16.42,30,0
345538,3.26,35,0
345630,16.91,1,0
345830,22,14,0
349757,7.5,6,0
350753,2.31,2,0
370658,36.75,76,0
370863,36.75,309,0
375522,36.7,2216,0
380150,25.3,58,0
380170,25.3,69,0
380420,50.5,663,1
380424,25.3,548,0
380910,26,344,0
381231,40.6,1190,2
381232,51,13,0
381243,51,163,0
381255,26,63,2
382115,33,685,0
383116,31.4,12,0
383400,31.5,244,0
384618,30,99,0
385753,25.5,170,1
386406,24.8,112,0
389171,11.2,28,0
389217,26.3,23,0
389710,26,19,0
389741,27,119,0
389808,11,0,0
390725,51.4,24,0
390728,62,6,0
400403,15.3,350,0
405175,3.5,635,0
405192,4.8,6,0
405202,6,458,0
405205,8.6,13,0
405216,4.9,1839,0
405220,5,177,0
408215,19.8,19,0
408216,10.5,1245,0
408219,12.75,64,0
408316,12.1,18,0
408317,8.22,1132,0
408326,8.2,1044,0
408327,11.25,755,0
408329,12.9,645,0
408330,12.9,1532,0
408331,20.5,1039,0
408332,20.5,560,0
410171,12.35,1010,0
413402,23.1,642,0
455211,5.64,3,0
455518,7.2,4048,0
457407,5.2,12,0
460401,21,68,0
463064,9,9,0
463846,40,1894,0
467804,11.8,76,0
467883,5.88,16,0
467884,8.28,993,0
474752,13.17,137,0
475122,8,16,0
475125,10.6,622,0
475300,4.8,657,0
475320,5.6,24,0
475330,6.9,4,0
476149,25.85,147,0
476455,24.3,899,0
477252,10.4,348,0
478101,10.32,500,0
478170,6.87,2738,0
481261,5.8,169,0
482307,8.2,176,0
483715,5,340,0
484511,5.15,195,0
485306,18.52,993,0
485308,11,256,0
489750,5,3,0
489752,5,4,0
489754,5,3,0
489756,5.5,3,0
490032,49,138,0
490041,33,5,0
490063,1,4,0
490088,25.75,6,0
490338,0.4,50,0
490817,25,10,0
490819,26,301,0
504616,2.5,380,0
507378,4.62,48,0
530161,3.7,58,0
530171,7.15,7,0
530200,0.2,35,0
531209,5,106,0
531212,3,17,0
531214,18.3,24,0
539270,24.5,39,0
550107,6.69,271,0
550118,4,263,0
552217,1.67,102,0
552255,1.84,441,0
552256,0.7,811,0
553216,1.6,371,0
563184,10.5,39,0
563541,0.67,19,0
601605,20.7,340,0
601607,19.04,11,0
602608,17.57,5,0
604206,26.83,658,0
605133,16.98,25,0
613000,15.35,2193,0
613051,23.23,1088,0
613058,38.7,17,0
614517,32.2,11,0
615012,29.37,234,0
615019,37.5,979,0
615024,28.59,1995,0
615111,28.82,83,0
615502,24,2,0
615509,2.92,5,0
615512,9.5,2,0
630602,17,30,0
631117,38,240,0
631119,47,139,0
631121,44,33,0
631122,32,13,0
631123,35,64,0
631125,32,85,0
631128,8,0,0
631136,37.76,153,0
632039,23.3,16,0
632065,37,31,0
632080,24,9,0
632081,36,1,0
632351,44.9,51,0
632352,36.3,14,0
632415,17,7,0
632553,7.5,19,0
632556,12.11,71,0
632605,3.96,91,0
632608,2.04,65,0
632896,10.5,30,0
632899,40.8,313,1
632902,40.97,64,0
632903,27.1,58,0
632904,22.7,97,0
632910,4.49,4,0
632912,54,5,0
632917,36.5,155,0
632918,11.88,8,0
632930,22,559,0
632937,37,519,0
632943,17.7,85,0
632964,36.4,62,0
632966,37.8,414,0
632967,36.4,217,0
632969,15.5,164,0
632974,12.1,938,1
632982,14.81,25,0
633752,41.3,-1,0
633759,51.3,1884,0
633761,38.29,3,0
636321,56.2,36,0
636421,17.3,112,0
636423,13.9,55,0
637101,6.3,106,0
637102,12.58,89,0
637103,5.47,431,0
637104,29,481,0
637267,36.7,10,0
637709,40.6,61,0
637771,5.95,219,0
637849,22.6,38,0
637852,22.5,297,0
637854,36.5,51,0
637859,38.5,76,0
637862,3.56,37,0
637863,5.1,46,0
639363,40.5,1930,0
639807,19.5,428,0
639861,3.45,240,0
640122,23.7,1236,0
641367,2.5,27,0
649801,0.4,18,0
649802,0.4,23,0
649808,0.65,53,0
649809,1.6,6,0
651307,8,5,0
655203,11.88,15,0
659307,1,17,0
659308,5,253,0
690478,1,50,0
690479,1.25,97,0
706805,13.66,366,0
720086,0.45,15,0
839058,31.5,1,0
900006,21.4,8637,0
900025,39.2,207,0
900064,35,214,0
900069,36,290,1
900112,36.95,8,0
900132,50.5,846,3
900134,26.5,578,3
900140,17.7,332,0
900142,6.84,201,0
900149,3.42,50,0
900150,2.74,3,0
900151,4.42,49,0
900152,4.5,39,0
900159,4.5,1,0
900162,3.42,36,0
900166,3.42,57,0
900169,4.42,50,0
900187,4.5,42,0
900208,21.5,120,0
900286,25.36,23,0
900316,16.5,566,0
900370,15.45,502,0
900376,28,39,0
900377,46.8,90,0
900383,17.85,77,0
900387,6.5,603,0
900388,9.5,1355,0
900432,0.25,1,0
900433,0.2,1,0
900434,0.25,0,0
900437,0.25,1,0
900450,20.55,44,0
900451,44,145,0
900483,5.65,355,0
900491,1.12,13,0
900502,10.5,313,0
900524,15,99,0
900525,1,121,0
900570,0.83,3,0
900571,0.83,4,0
900572,0.83,5,0
900573,0.83,3,0
900574,0.83,3,0
900575,0.83,4,0
900576,0.83,6,0
900639,20.81,128,0
900652,4.9,88,0
900654,4,14,0
900658,9.81,28,0
900659,4,30,0
900668,5.42,719,1
900688,12.1,67,0
900708,36.7,3,0
900717,15,40,0
900758,22.71,19,0
900759,20.61,376,0
900788,40.12,83,0
900847,10.4,25,0
900855,6.1,24,0
900867,6.29,38,0
900872,14.81,1513,0
900874,21,17,0
900880,10.71,136,0
900903,24.2,28,0
900904,21.2,43,0
900953,21.3,1874,0
900957,22.3,1782,0
900966,6.05,431,0
900971,25.7,314,0
901047,26.2,80,0
901052,33.52,643,0
901055,13,139,1
901073,41.7,3765,0
901147,24.05,410,0
901183,8.25,220,0
901186,20,11,0
901197,20.42,1693,0
901242,5.6,136,0
901243,3.45,123,0
901247,25,136,0
901264,53.85,3497,0
901275,14.09,273,0
901322,21.5,219,0
901412,1.38,319,0
901414,42.2,459,0
901427,9.75,118,0
901630,4.38,118,0
901860,41.35,2693,0
901917,46,343,2
901937,28.84,323,0
901957,25.9,1722,0
902021,31.3,379,0
902022,16,467,0
902023,7.5,85,0
902039,2.08,24,0
902068,13.75,740,0
902360,26,327,0
902542,0.1,40,0
902543,12.5,62,0
902544,12.5,49,0
902547,13.46,1,0
902548,13.46,11,0
902550,12.4,226,0
902553,12.4,28,1
902586,6.5,124,0
902587,5.5,9,0
902588,6.5,79,0
902589,31,89,0
902599,15,38,0
902601,6.5,198,0
902602,5.5,9,0
902700,13.6,96,0
902701,13.2,232,0
902702,11,66,0
903031,19.07,298,0
903046,33.5,14536,1
903062,38.5,106,0
903085,3.74,25,0
903086,3.3,1318,0
903087,5.51,112,0
903088,5.51,751,0
903123,30.97,1075,0
903140,61.17,1160,0
903149,0.3,22,0
903171,19,667,1
903217,24,73,0
903228,13,259,0
903248,36.55,2348,1
903504,38.17,2117,0
903505,35.7,3376,0
903567,15.35,1139,0
903582,6,671,0
903584,13.8,4351,3
903681,9.2,3,0
903684,26.1,70,0
903705,6.55,37,0
903760,17.94,177,0
904007,43.35,1042,0
904023,4.75,496,0
904038,28.2,106,0
904061,7.4,648,0
904095,36.9,5,0
904108,6,855,0
904318,34.4,1769,0
904517,12.5,583,0
904589,39.25,16,0
904622,6.2,262,0
904645,21.5,108,0
904720,10.6,3321,0
905010,10.25,297,0
905011,21.43,266,0
905013,20.93,12,0
905014,22.5,75,0
905066,34.2,127,0
905070,26,39,0
905107,14.25,63,1
905121,44,0,0
905174,11.5,4007,0
905176,26.5,22561,0
905187,7.48,6,0
905190,7.3,9,0
905256,31,49,0
905333,32,15237,1
905341,42.51,4356,0
905349,20.75,2531,0
905359,34,3493,0
905366,12.58,3729,1
905399,38,193,0
905435,41,125,0
905469,11,839,0
905477,36.53,381,0
905517,14.7,90,0
905532,15.48,144,0
905548,36,1352,0
905559,17.9,5,0
905561,38,360,1
905610,12.94,258,0
905611,10.96,202,0
905621,7,84,0
905622,8,20,0
905688,32,239,0
905699,26.83,33,0
905709,24.76,1687,0
905758,31.87,418,0
905762,35.59,5285,1
905766,15.48,2281,0
905792,40.18,3056,0
905793,42.88,1613,0
905797,45.58,2393,2
905828,41.72,6987,0
905830,17.47,256,0
905832,37,104,0
905847,34.6,834,0
905909,11,114,0
905934,4.5,95,0
906101,41.67,295,0
906187,11,916,0
906278,31.38,5775,0
906285,24.8,1727,0
906431,30.3,321,0
906465,16.25,107,0
906621,10.8,14,0
907077,34.6,1,0
907078,33.4,9,0
907161,37.2,1589,0
907164,19.91,516,2
907187,7.79,403,1
907215,17.55,2985,0
907219,14,1621,0
907240,11,1792,0
907300,17.17,539,0
907315,38,3330,0
907316,34.4,197,0
907320,34.4,28,0
907354,32.48,61,0
907373,15.4,0,0
907380,15,194,0
907381,8,202,0
907400,25,211,0
907409,22.5,7336,1
907494,41,69,0
907551,48.04,1388,1
907620,32,555,0
907621,25.7,753,0
907645,40.3,156,0
907659,31.66,1933,4
907667,21.2,1420,0
907673,48,190,0
907675,11.99,799,0
907727,25,626,0
907739,14,637,0
907740,29.5,1139,0
907741,25.61,278,0
907742,15.06,233,0
907744,33.33,2236,0
907790,21.95,5,0
907844,16.19,77,0
907848,37,156,0
907853,27.15,107,0
907907,30.75,921,0
907936,35,437,0
908004,6.1,1385,0
908007,25.5,1133,4
908045,12.65,282,0
908050,19.24,36,0
908051,48,23,0
908052,48,39,0
908071,45,1598,0
908076,37,95,0
908139,26.55,806,0
908150,11,721,0
908612,33,3319,0
908870,31.75,179,0
909006,18,372,0
909007,18,314,0
909014,11.45,2009,0
909045,24.72,1116,0
909186,33.5,2112,0
909218,9.05,123,0
909239,9.8,168,0
909246,26,523,0
909298,4.4,21,0
909299,10,460,0
909411,23.6,576,0
909433,17.11,17,0
909449,25.7,654,1
909583,38.5,17847,4
909598,31,873,0
909632,36.25,822,0
909634,6.55,1056,0
909644,40.75,1436,0
909651,12.5,1311,0
909692,16.24,604,0
909717,41.6,1045,0
909727,51,1325,0
909738,15.5,23,0
909740,33,20,0
909772,25,9,0
909828,31.8,21,0
909898,27,137,0
909911,43.7,97,0
909916,38.97,885,0
909918,35.67,0,0
909966,6,355,0
909973,33.46,6213,0
910001,10.8,95,0
910011,6,460,0
910025,29.98,148,0
910027,22.57,252,0
910065,20.5,4,0
910102,23.5,285,0
910192,20.75,559,0
910204,21,732,0
910207,20,2050,0
910273,42.35,9663,4
910277,10.3,34,0
910289,24,9184,0
910297,21.24,14528,0
910433,7.11,50,0
910445,31.5,1690,0
910454,30,283,0
910456,30.5,195,0
910462,5.15,339,0
910465,36.05,866,0
910469,16,139,3
910490,34.95,25,0
910492,32.7,262,0
910494,35,33,0
910499,30.8,1449,0
910551,30,162,0
910556,4,9,0
910557,4,6,0
910568,31.1,1468,0
910601,11,92,0
910610,35.12,149,0
910611,32,29138,0
910643,26,105,0
910797,22.5,507,0
910810,13.5,424,0
910826,11,535,0
911030,27,577,0
911064,24,126,0
911610,15.18,2348,0
911637,38.4,6133,0
912500,5.4,996,0
913803,22,1362,0
914028,27.6,557,1
914106,16.64,913,0
914626,28.5,624,0
914806,24.8,3748,3
914807,25,401,0
915009,8,57,0
915015,25.5,73,0
915016,21.46,6972,0
915039,21.6,1379,0
916902,10.9,216,0
917051,35.05,65,0
917052,13.77,46,0
917080,42.46,228,0
917088,37.29,1033,0
917091,29.88,2532,0
917092,32.23,1492,0
917093,20.42,2599,0
917096,31.96,1455,0
917106,26.4,34,0
917114,31.8,907,0
917126,11.6,444,0
917169,10.3,88,0
917188,36.4,23913,15
917209,16,50,0
917252,31,44,0
917254,37.44,18225,3
917261,12.4,285,0
917262,12.4,126,0
917288,35.5,937,1
917337,31.38,7379,0
917353,40.26,155,0
917356,10.4,50,0
917358,34.74,142,0
917395,14.18,500,0
917396,12.74,987,0
917399,14.32,1229,0
917401,13.76,21,0
917437,36.4,285,0
917501,11,991,0
917545,8.51,270,0
917574,48,9668,0
917593,42.2,829,0
917644,40,77,0
917647,41.75,2787,0
917662,23.6,1863,0
917756,15.25,567,0
917757,15.25,182,0
917878,37.5,579,0
917879,32.1,920,0
917880,34.6,5,0
917886,32.2,71,0
917904,21.5,971,1
918004,31.87,254,0
918028,31.87,58,0
918030,24.72,131,0
918050,20,35,0
918069,13,73,0
918073,31.25,1594,0
918075,16,559,0
918076,17,28,0
918077,33.46,6788,0
918096,15.6,5508,0
918140,21.5,66,1
918160,3,69,0
918165,36,90,1
918172,23.82,3374,0
918187,16.63,127,0
918202,45,3860,1
918212,13.15,858,0
918225,33.64,1338,0
918265,22.5,1064,1
918369,27,398,0
918428,12,1136,0
918449,12,768,0
918468,31.46,90,0
918515,42,104,0
918554,25,126,0
918570,40.56,40,0
918573,7.75,10,0
918584,40.5,1196,0
918663,11.5,265,0
918673,6.92,25,0
918719,9.3,0,0
918727,12.5,58,0
918728,25.55,7,0
918771,18.5,537,0
918853,2.33,34,1
918854,2.33,42,0
918866,40.5,100,0
918868,33.44,6538,6
918891,25.7,4,0
918922,21.5,222,0
920012,27.53,905,0
920077,24.3,102,1
925591,26.42,283,0
930011,32.75,21335,0
930107,1.5,341,0
930119,10,2265,0
930123,9,5326,0
930132,7.5,9158,1
930159,30,2384,1
930202,8.45,24,0
930205,4.8,83,0
930311,28.2,284,0
930322,2.35,188,0
930323,3.2,0,0
930324,3.6,83,0
930325,8.04,20,0
930334,20.55,209,0
930341,6.45,927,0
930356,1.6,876,0
930357,1.6,1039,0
930359,13,210,2
930361,12,87,1
930375,20.11,65,0
930388,1,179,0
930394,30,6082,12
930399,2.6,358,0
930419,9,307,1
930447,51.5,10796,1
930448,26.3,11739,2
930500,16.3,5,0
930513,20.7,1898,0
930536,11.5,441,0
930540,4,63,0
930576,4,11,0
930596,1.33,12,0
930597,1.33,16,0
930638,6.99,9,0
930641,3.14,15,0
930643,4.24,17,0
930646,0.3,2,0
930653,20.54,79,0
930750,15.6,1353,1
930808,1,155,0
930904,0.25,1115,0
930905,0.25,4,0
930934,21.5,29,0
930992,42,7406,0
930994,9,554,0
930995,10.51,501,0
931080,1,2036,0
931081,2,254,0
931100,20.37,2255,0
931176,0.5,51,0
931202,7,391,0
931240,30,8310,0
931323,31.14,971,0
931344,9,16139,21
931353,38.5,209,0
931358,12.5,1966,0
931362,6,17,0
931363,1,42,0
931364,1.5,4,0
931365,7.5,62,2
931367,14.37,31,0
931368,12.54,257,0
931369,38.32,485,0
931370,13.59,103,0
931371,34.8,971,0
931372,14.85,1019,0
931373,36.93,109,0
931376,40.2,1464,1
931377,37.2,73,0
931378,17.6,62,0
931379,6.92,258,0
931381,26,5,0
931382,12.11,29,0
931383,9.46,116,0
931384,4.71,11,0
931385,9,6507,0
931404,6.5,5150,0
931409,5,39,0
931416,0.28,282,0
931419,0.28,183,0
931427,7,180,0
931428,38,101048,35
931474,13,2106,0
931475,24,1996,0
931477,9,5513,1
931516,16.3,1281,0
931530,14.67,27,0
931535,15.13,175,0
931556,21.4,10,0
931561,25.05,2773,0
931584,13.14,832,0
931594,47.6,30688,13
931608,56.7,16598,3
931609,22.03,1662,0
931627,47.69,11948,6
931630,14.29,1546,0
939001,10.7,3017,9
939005,51,162,0
939050,39.5,5986,0
939060,45.75,13535,5
939999,0.1,0,0
940019,11,160,0
940031,43,1493,0
940033,34.64,1585,0
940034,51.33,349,1
940036,50.9,1437,0
940049,10.3,51,0
940060,32.2,388,1
940098,37.5,3565,0
940405,31.4,1856,0
940419,32.1,4446,0
940420,32.1,794,0
940423,7.5,150,0
940505,31.8,0,0
940788,59.4,2512,0
940815,50.98,2780,2
940817,50.38,898,0
940930,19.54,260,0
940931,17.5,602,0
941003,31.7,560,0
941004,33.9,7840,0
941013,30.5,994,0
941015,30.5,1683,0
941016,30.5,1031,0
941017,30.5,2758,0
941018,30.5,245,0
941020,31.32,93,0
941112,1.2,0,0
941113,36,1949,0
941157,1.2,0,0
941160,41.9,3921,0
941161,1.14,0,0
941162,22.8,13,0
941165,1.3,0,0
941168,44,211,0
941193,1.1,0,0
941195,43,1044,0
941196,1.1,0,0
941197,43,445,0
941199,1.16,0,0
941200,1.18,0,0
941202,47.2,99,0
941203,1.16,0,0
941204,46.4,67,0
941206,1.16,0,0
941208,46.3,105,0
941213,1.1,0,0
941216,42,1254,0
941217,1.39,0,0
941219,45,1600,1
941220,1.27,0,0
941221,50.9,182,0
941224,1.34,0,0
941225,53.7,799,0
941226,1.1,0,0
941227,40,1933,0
941236,1.16,0,0
941239,34,17,0
941241,46.3,521,0
941242,1.17,0,0
941245,35,628,0
941246,45,10033,0
941257,1.13,0,0
941260,45,2924,0
941271,1.17,0,0
941273,35,605,0
941282,1.2,0,0
941285,48.1,1391,1
941289,1.26,0,0
941290,35.2,540,0
941291,1.16,0,0
941293,27.8,217,0
941294,1.2,0,0
941297,53.5,356,0
941334,1.08,0,0
941335,43,763,0
941336,46.3,359,0
941343,1.1,0,0
941347,1.23,0,0
941348,42,406,1
941422,44,3323,0
941466,1,0,0
941467,41,525,0
941692,1.03,0,0
941693,31.8,226,0
941704,34,960,0
941718,37,489,0
941725,22,440,0
941839,1.07,0,0
941840,48,553,0
941889,1.05,0,0
941890,63,1032,0
941926,29,187,0
942062,18.5,765,0
942099,20,1140,1
942110,34.56,5615,0
942119,15.75,596,1
942184,34.56,3203,2
942274,29,2492,0
942281,35.5,834,0
942315,1.08,0,0
942317,44,408,0
942332,13.5,712,0
942399,13.38,4899,2
942408,16.94,1143,0
942409,16.94,3592,1
942516,19,1686,0
942571,1.01,0,0
942572,42,1669,1
942604,1.07,0,0
942611,38,1665,0
942685,18,735,0
942690,33.9,206,0
942736,34.4,12,0
942852,16,222,0
942872,1.01,0,0
942873,43,639,0
942875,14.4,1292,0
942887,30.5,412,0
942903,1.05,16,0
942931,34,16,0
943017,43.8,80,0
943018,53.9,55,0
943019,54.2,90,0
943020,21.98,50,0
943023,27.79,55,0
943024,54.7,25,0
943038,25,1046,1
943039,53.6,1800,0
943046,58.1,2684,0
943049,11.29,810,0
943050,37,144,0
943061,52.25,992,1
943065,12.9,481,0
943074,20,57,0
943076,44.9,2122,0
943077,11.75,28,0
943079,36.25,23,0
943087,17.15,44,0
943090,41.2,177,0
943115,15,605,1
943150,9.5,179,0
943159,38.2,604,1
943160,38.2,11,0
943198,16.5,199,0
943199,17.1,60,0
943200,16.5,335,0
943220,23,27,0
943239,56.41,1056,1
943240,53.8,540,0
943244,55.2,395,0
943245,4,3,0
943246,3.7,286,0
943247,1.5,227,0
943274,36.37,503,0
943280,29.3,0,0
943281,18.9,1,0
943289,7.01,1524,0
943292,31.66,0,0
943306,4.56,499,0
943307,25.8,1206,17
943316,40.4,65,0
943355,33.3,21,0
943366,39.4,638,0
943371,24.5,127,1
943417,24.92,192,2
943418,4.86,106,0
943454,42,784,0
943458,12.2,834,0
943460,36.72,274,0
943461,26,129,0
943551,45,2323,0
943556,10,84,0
943568,17.95,1855,0
943569,42.1,1479,0
943603,14.86,766,0
943614,12,142,0
943637,39.9,324,0
943681,17,6,0
943689,28,40,0
943698,6,22,0
943699,30,433,0
943704,52.25,330,0
943708,20,19,0
943763,0.7,12,0
943764,0.7,11,0
943785,30,10,0
943801,14.08,114,0
943810,29,4898,0
943834,39.8,261,0
943852,27.2,1125,0
943853,33.05,741,3
943878,54,238,0
943913,2.43,728,0
943916,37,177,0
943927,30.5,1896,1
943947,21.4,90,0
943976,35.6,15,0
943978,22.7,273,0
943986,37,432,0
943997,0.1,842256,0
943999,1,191,0
944027,19,554,0
944052,26.81,60,0
944060,5.56,36,0
944063,49,1361,0
944068,10.4,45,0
944069,25.5,336,0
944070,31.5,335,0
944090,30,393,0
944102,9,30,0
944103,8,32,0
944135,8.93,68,0
944136,21.41,164,0
944137,8.93,139,0
944145,20,1,0
944175,18.4,109,0
944178,48.64,4378,2
944210,13.46,179,0
944218,5.76,49,0
944220,9.46,59,0
944221,42,145,0
944245,17,289,0
944248,7.9,1138,0
944269,40,349,0
944281,24.2,1484,0
944282,10.49,1427,0
944454,51.3,576,0
944455,37,60,0
944456,3.56,78,0
944464,37,55,0
944470,25.34,1260,0
944471,15.1,19,0
944472,22.7,21,0
944480,15.5,72,0
944481,15.1,6,0
944482,14.81,48,0
944485,22,126,0
944487,37,24,0
944488,5.1,162,0
944489,12.1,330,0
944491,37,42,0
944542,55.28,1000,0
944548,8.6,324,0
944553,12.5,428,0
944591,41,441,4
944608,22.5,1246,0
944612,52,16827,0
944619,55.28,350,0
944748,33.5,280,0
944752,5.47,40,0
944764,2.7,25,0
944765,35.88,134,0
944776,3.77,67,0
944785,45,1861,1
944803,55.56,5448,0
944804,44.01,2400,0
944805,55.53,2446,0
944814,8,341,0
944925,11.9,2081,0
944929,15.9,53,0
944941,11.64,572,0
944943,40.59,64,0
944945,30.87,91,0
944953,15.1,1520,0
945032,5.4,306,0
945093,8,583,0
945111,6,20,0
945119,12,337,0
945132,32,307,0
945137,15.37,562,0
945148,3.1,6,0
945153,8,423,0
945157,22.02,750,0
945185,9.97,750,0
945264,29,64,0
945274,16.53,3,0
945280,43,659,7
945304,14,433,0
945354,24.17,24,0
945355,13.03,36,0
945359,9.44,131,0
945362,12.09,24,0
945373,7,52,0
945376,16.3,356,0
945377,12,178,0
945381,26.8,102,0
945382,10.28,326,0
945384,7.66,291,0
945385,14.7,9,0
945392,34,378,0
945415,13.6,605,0
945423,20.9,140,2
945424,11.1,283,0
945425,37.7,490,0
945426,19.5,5153,0
945472,16.94,240,0
945488,35.1,2281,0
945489,5.47,330,0
945490,35,2134,0
945491,35,1114,0
945492,11.37,50,0
945493,7.29,46,0
945503,23.5,598,1
945506,22.13,493,0
945517,14.5,4,0
945547,40.8,1022,3
945548,28,733,0
945552,11,17,0
945572,7,104,0
945578,13.62,145,0
945603,25.6,3457,0
945663,11,19,0
945711,18.24,6,0
945712,17.56,149,0
945713,17.56,91,0
945714,17.56,155,0
945715,17.56,65,0
945716,17.56,93,0
945717,17.56,145,0
945718,17.56,117,0
945728,17,306,0
945736,24,67,0
945740,6,13,0
945755,19,8,0
945772,13,200,0
945781,19,5,0
945783,36.52,9197,13
945832,20.2,29,0
945844,42,212,0
945845,9.35,902,0
945854,36.36,16,0
945859,8.88,139,0
945866,8.25,174,0
945869,27.31,981,0
945875,21.67,269,1
945911,3.2,30,0
945940,39,341,0
945942,17,29,0
945953,25.5,1088,14
945954,50.5,3784,0
945982,37,113,1
945984,27.81,800,0
945985,26.64,100,0
945992,16.77,79,0
945994,14.24,318,0
946022,2.5,250,0
946071,12.58,1872,0
946093,28.19,19,0
946095,22.13,30,0
946153,23.8,53,0
946170,9.91,25,0
946188,22.6,28,0
946241,32,128,2
946280,7.5,7,0
946320,23.75,20,0
946350,8.4,3,0
946360,24.75,120,0
946368,11.4,680,0
946369,12.1,928,1
946370,11.4,293,0
946371,12.1,285,0
946372,13.2,291,0
946373,10.6,40,0
946374,10.6,13,0
946375,13.2,1086,0
946376,32.01,2489,10
947007,34.24,524,0
947033,21,10,0
947043,25.5,2029,0
947054,42,9808,1
947055,10.39,211,0
947068,19.14,303,0
947113,12.75,216,0
947127,50.97,2449,4
947177,12.75,5258,0
947181,0.24,40,0
947236,28,0,0
947238,16,0,0
947291,17.32,156,0
948010,1.07,0,0
948011,50.7,550,0
948012,1.07,0,0
948013,51.1,3926,2
948016,1.07,0,0
948017,44.09,3719,0
948020,1.07,0,0
948042,58.16,570,0
948059,1.02,0,0
948060,55,5569,0
948098,30.5,31,0
948105,14,919,0
948109,8.89,1283,0
948126,34.56,422,0
